timestamp,Left_Heel,Left_Middle,Left_Top,Right_Heel,Right_Middle,Right_Top
1734602764.152578,0,3562,919,0,0,3790
1734602764.212265,62,1217,935,33,2,127
1734602764.2719023,0,2783,989,141,0,203
1734602764.332523,0,3121,739,81,0,144
1734602764.3896399,137,1084,55,90,0,166
1734602764.4496527,0,273,0,113,0,179
1734602764.50336,0,1578,68,127,70,177
1734602764.5719526,4095,0,0,0,190,35
1734602764.6312282,4095,0,0,89,0,139
1734602764.6940775,4095,0,0,61,0,134
1734602764.747765,4095,0,0,0,1019,18
1734602764.8101573,4095,0,0,400,141,410
1734602764.872607,4095,0,0,0,38,48
1734602764.9324014,4095,0,0,80,101,129
1734602764.9841135,4095,0,0,0,173,0
1734602765.0510986,4095,0,0,53,298,123
1734602765.2271576,4095,0,0,0,55,202
1734602765.2911594,720,368,550,0,219,97
1734602765.351849,1423,106,1326,0,268,71
1734602765.411363,579,50,594,0,225,3425
1734602765.473645,135,0,292,0,7,3797
1734602765.5230296,401,0,637,205,0,359
1734602765.5922844,139,82,400,191,9,336
1734602765.639091,0,613,205,167,0,306
1734602765.7038581,0,606,231,20,0,188
1734602765.7732449,0,1387,303,81,0,231
1734602765.8904636,0,3269,528,231,0,330
1734602765.952565,0,3184,511,304,0,411
1734602766.012583,4095,0,0,441,0,556
1734602766.0720375,4095,0,0,0,675,46
1734602766.1286213,4095,0,0,510,208,572
1734602766.187005,4095,0,0,739,509,751
1734602766.2467995,4095,0,0,0,0,112
