timestamp,Left_Heel,Left_Middle,Left_Top,Right_Heel,Right_Middle,Right_Top
1736322825.7087588,2480,587,2491,0,422,98
1736322825.7687669,1245,3326,207,1584,0,0
1736322825.829841,4095,1014,0,2559,0,166
1736322825.892135,4095,0,3548,0,1583,343
1736322826.0181248,321,3286,211,1359,407,64
1736322826.0759797,4095,0,3620,1519,478,80
1736322826.1331525,4095,3401,0,0,1643,406
1736322826.195225,4095,3137,175,0,3163,914
1736322826.2570689,0,3423,224,0,2704,687
1736322826.3117957,4095,3343,0,0,3673,879
1736322826.3764548,0,3485,198,1429,2092,494
1736322826.4361374,2291,0,3615,2481,0,0
1736322826.4958863,4095,0,213,4095,0,129
1736322826.6104918,4095,3225,0,3918,0,0
1736322826.6729107,3135,233,0,656,0,0
1736322826.7317626,1854,3063,170,4095,0,0
1736322826.7934523,0,3831,4095,3600,0,0
1736322826.8584874,4095,2908,66,887,0,0
1736322826.9098954,0,3007,1792,503,96,0
1736322827.0327365,3310,2445,68,0,0,0
1736322827.0889852,70,1154,679,1486,0,0
1736322827.1571686,4095,54,0,2323,0,0
1736322827.2101216,2559,0,784,1280,0,0
1736322827.27558,0,2721,2593,0,2687,857
1736322827.3306618,4095,560,0,0,3675,911
1736322827.3962917,4095,0,0,0,3774,941
1736322827.4568007,0,3203,1693,4095,0,16
1736322827.5171916,4095,0,0,0,3630,839
1736322827.5765908,2511,2759,117,2466,0,11
1736322827.6375096,0,3213,1437,2047,0,86
1736322827.7601907,161,3207,225,2580,0,0
1736322827.8174386,0,942,3943,2446,0,0
1736322827.8721275,4095,0,0,0,3645,880
1736322827.9360473,4095,464,0,0,2513,662
1736322827.992866,2803,195,1579,0,324,208
1736322828.1193347,2945,0,1009,0,105,1
1736322828.1740756,4095,3339,0,0,176,16
1736322828.2366123,4095,2711,74,1727,177,13
1736322828.2911887,76,3312,209,0,897,197
1736322828.3580294,4095,734,0,0,2613,619
1736322828.413653,4095,0,1278,0,3235,1020
1736322828.468733,0,0,4095,0,1190,362
1736322828.537109,1265,3270,219,0,841,192
1736322828.596403,0,3447,545,0,1191,272
1736322828.6558378,4095,0,0,0,2791,666
1736322828.7136302,4095,2032,0,0,838,274
1736322828.776848,2082,0,3830,0,2289,973
1736322828.8322573,4095,0,4086,0,657,205
